league,playerid,salary,seasonstart,seasonend,teamold,team
NBA,terryja01,1471382,2017,2018,Milwaukee Bucks,Bucks
NBA,thabeha01,4458840,2009,2010,Memphis Grizzlies,Grizzlies
NBA,thabeha01,4793280,2010,2011,Houston Rockets,Rockets
NBA,thabeha01,5127720,2011,2012,Houston Rockets,Rockets
NBA,thabeha01,1200000,2012,2013,Oklahoma City Thunder,Thunder
NBA,thabeha01,1200000,2013,2014,Oklahoma City Thunder,Thunder
NBA,theisda01,815615,2017,2018,Boston Celtics,Celtics
NBA,theusre01,435000,1984,1985,Kansas City Kings,Kings
NBA,theusre01,485000,1985,1986,Sacramento Kings,Kings
NBA,theusre01,800000,1987,1988,Sacramento Kings,Kings
NBA,theusre01,450000,1988,1989,Atlanta Hawks,Hawks
NBA,theusre01,765000,1990,1991,New Jersey Nets,Nets
NBA,thibepe01,85000,1985,1986,Golden State Warriors,Warriors
NBA,thomaad01,60000,2015,2016,Detroit Pistons,Pistons
NBA,thomabi01,510529,2007,2008,New Jersey Nets,Nets
NBA,thomabi01,264897,2007,2008,Cleveland Cavaliers,Cavaliers
NBA,thomaca01,247500,1996,1997,Cleveland Cavaliers,Cavaliers
NBA,thomaca01,272250,1997,1998,Golden State Warriors,Warriors
NBA,thomach01,130000,1991,1992,Detroit Pistons,Pistons
NBA,thomaet01,1388880,2000,2001,Dallas Mavericks,Mavericks
NBA,thomaet01,1493040,2001,2002,Washington Wizards,Wizards
NBA,thomaet01,1597200,2002,2003,Washington Wizards,Wizards
NBA,thomaet01,2200942,2003,2004,Washington Wizards,Wizards
NBA,thomaet01,4903000,2004,2005,Washington Wizards,Wizards
NBA,thomaet01,5393300,2005,2006,Washington Wizards,Wizards
NBA,thomaet01,5883600,2006,2007,Washington Wizards,Wizards
NBA,thomaet01,6373900,2007,2008,Washington Wizards,Wizards
NBA,thomaet01,6864200,2008,2009,Washington Wizards,Wizards
NBA,thomaet01,7350000,2009,2010,Oklahoma City Thunder,Thunder
NBA,thomaet01,1223166,2010,2011,Atlanta Hawks,Hawks
NBA,thomair01,120000,1990,1991,Los Angeles Lakers,Lakers
NBA,thomais02,473604,2011,2012,Sacramento Kings,Kings
NBA,thomais02,762195,2012,2013,Sacramento Kings,Kings
NBA,thomais02,884293,2013,2014,Sacramento Kings,Kings
NBA,thomais02,7238606,2014,2015,Boston Celtics,Celtics
NBA,thomais02,6912869,2015,2016,Boston Celtics,Celtics
NBA,thomais02,6587132,2016,2017,Boston Celtics,Celtics
NBA,thomais02,6261395,2017,2018,Los Angeles Lakers,Lakers
NBA,thomais01,750000,1984,1985,Detroit Pistons,Pistons
NBA,thomais01,750000,1985,1986,Detroit Pistons,Pistons
NBA,thomais01,759000,1986,1987,Detroit Pistons,Pistons
NBA,thomais01,750000,1987,1988,Detroit Pistons,Pistons
NBA,thomais01,1100000,1988,1989,Detroit Pistons,Pistons
NBA,thomais01,2100000,1989,1990,Detroit Pistons,Pistons
NBA,thomais01,2720000,1990,1991,Detroit Pistons,Pistons
NBA,thomais01,2960000,1991,1992,Detroit Pistons,Pistons
NBA,thomais01,2272000,1992,1993,Detroit Pistons,Pistons
NBA,thomais01,2520000,1993,1994,Detroit Pistons,Pistons
NBA,thomaja01,31963,1999,2000,Golden State Warriors,Warriors
NBA,thomaja01,26636,1999,2000,Boston Celtics,Celtics
NBA,thomaja02,148698,2005,2006,Philadelphia 76ers,76ers
NBA,thomaji01,80000,1984,1985,Indiana Pacers,Pacers
NBA,thomaji01,70000,1985,1986,Los Angeles Clippers,Clippers
NBA,thomajo02,640440,1997,1998,Boston Celtics,Celtics
NBA,thomajo02,737000,1998,1999,Toronto Raptors,Raptors
NBA,thomajo02,832560,1999,2000,Toronto Raptors,Raptors
NBA,thomajo02,178675,2005,2006,Atlanta Hawks,Hawks
NBA,thomajo02,103443,2005,2006,Memphis Grizzlies,Grizzlies
NBA,thomake01,823440,1999,2000,Houston Rockets,Rockets
NBA,thomake01,885120,2000,2001,Houston Rockets,Rockets
NBA,thomake01,946920,2001,2002,Houston Rockets,Rockets
NBA,thomake01,1557684,2002,2003,Philadelphia 76ers,76ers
NBA,thomake01,5500000,2003,2004,Philadelphia 76ers,76ers
NBA,thomake01,6000000,2004,2005,Philadelphia 76ers,76ers
NBA,thomake01,6500000,2005,2006,Sacramento Kings,Kings
NBA,thomake01,7187500,2006,2007,Sacramento Kings,Kings
NBA,thomake01,7875000,2007,2008,Sacramento Kings,Kings
NBA,thomake01,8562500,2008,2009,Sacramento Kings,Kings
NBA,thomake01,8775000,2009,2010,Sacramento Kings,Kings
NBA,thomaku01,1071000,1995,1996,Miami Heat,Heat
NBA,thomaku01,1238000,1996,1997,Miami Heat,Heat
NBA,thomaku01,1398960,1997,1998,Dallas Mavericks,Mavericks
NBA,thomaku01,1750000,1998,1999,New York Knicks,Knicks
NBA,thomaku01,1925000,1999,2000,New York Knicks,Knicks
NBA,thomaku01,3680000,2000,2001,New York Knicks,Knicks
NBA,thomaku01,4413375,2001,2002,New York Knicks,Knicks
NBA,thomaku01,4903750,2002,2003,New York Knicks,Knicks
NBA,thomaku01,5394125,2003,2004,New York Knicks,Knicks
NBA,thomaku01,5884500,2004,2005,New York Knicks,Knicks
NBA,thomaku01,6620062,2005,2006,Phoenix Suns,Suns
NBA,thomaku01,7821482,2006,2007,Phoenix Suns,Suns
NBA,thomaku01,8091188,2007,2008,San Antonio Spurs,Spurs
NBA,thomaku01,4200000,2008,2009,San Antonio Spurs,Spurs
NBA,thomaku01,3800000,2009,2010,Milwaukee Bucks,Bucks
NBA,thomaku01,1352181,2010,2011,Chicago Bulls,Bulls
NBA,thomala01,328444,2011,2012,New Orleans Hornets,Pelicans
NBA,thomala01,762195,2012,2013,New Orleans Hornets,Pelicans
NBA,thomala01,884293,2013,2014,New Orleans Pelicans,Pelicans
NBA,thomala01,403784,2014,2015,New York Knicks,Knicks
NBA,thomala01,1650000,2015,2016,New York Knicks,Knicks
NBA,thomala01,6191000,2016,2017,New York Knicks,Knicks
NBA,thomala01,6655325,2017,2018,New York Knicks,Knicks
NBA,thomama01,103104,2011,2012,San Antonio Spurs,Spurs
NBA,thomama01,474000,2014,2015,Philadelphia 76ers,76ers
NBA,thomati01,1614240,1997,1998,Philadelphia 76ers,76ers
NBA,thomati01,1856000,1998,1999,Milwaukee Bucks,Bucks
NBA,thomati01,2098560,1999,2000,Milwaukee Bucks,Bucks
NBA,thomati01,8510000,2000,2001,Milwaukee Bucks,Bucks
NBA,thomati01,9675000,2001,2002,Milwaukee Bucks,Bucks
NBA,thomati01,10750000,2002,2003,Milwaukee Bucks,Bucks
NBA,thomati01,11825000,2003,2004,Milwaukee Bucks,Bucks
NBA,thomati01,12900000,2004,2005,New York Knicks,Knicks
NBA,thomati01,13975000,2005,2006,Chicago Bulls,Bulls
NBA,thomati01,5215000,2006,2007,Los Angeles Clippers,Clippers
NBA,thomati01,5632200,2007,2008,Los Angeles Clippers,Clippers
NBA,thomati01,6049400,2008,2009,Chicago Bulls,Bulls
NBA,thomati01,6466600,2009,2010,Chicago Bulls,Bulls
NBA,thomati01,1306455,2009,2010,Dallas Mavericks,Mavericks
NBA,thomaty01,3260760,2006,2007,Chicago Bulls,Bulls
NBA,thomaty01,3505320,2007,2008,Chicago Bulls,Bulls
NBA,thomaty01,3749880,2008,2009,Chicago Bulls,Bulls
NBA,thomaty01,4743598,2009,2010,Charlotte Bobcats,Hornets
NBA,thomaty01,6611570,2010,2011,Charlotte Bobcats,Hornets
NBA,thomaty01,7305765,2011,2012,Charlotte Bobcats,Hornets
NBA,thomaty01,8000000,2012,2013,Charlotte Bobcats,Hornets
NBA,thomaty01,9388000,2014,2015,Charlotte Hornets,Hornets
NBA,thomaty01,72234,2014,2015,Memphis Grizzlies,Grizzlies
NBA,thomptr02,473604,2011,2012,Los Angeles Clippers,Clippers
NBA,thomptr02,762195,2012,2013,Los Angeles Clippers,Clippers
NBA,thompbe01,120000,1985,1986,Phoenix Suns,Suns
NBA,thompbe01,150000,1987,1988,Phoenix Suns,Suns
NBA,thompbe01,200000,1988,1989,Houston Rockets,Rockets
NBA,thompbi01,230000,1987,1988,Los Angeles Lakers,Lakers
NBA,thompbi01,265000,1988,1989,Miami Heat,Heat
NBA,thompbi01,400000,1990,1991,Miami Heat,Heat
NBA,thompbr01,650000,1994,1995,Orlando Magic,Magic
NBA,thompbr01,825000,1995,1996,Orlando Magic,Magic
NBA,thompbr01,1118000,1996,1997,Utah Jazz,Jazz
NBA,thompbr01,214300,1996,1997,Denver Nuggets,Nuggets
NBA,thompdi01,398762,2005,2006,Phoenix Suns,Suns
NBA,thompdi01,89101,2006,2007,Atlanta Hawks,Hawks
NBA,thompho01,816482,2014,2015,Philadelphia 76ers,76ers
NBA,thompho01,947276,2015,2016,Philadelphia 76ers,76ers
NBA,thompho01,442126,2016,2017,Philadelphia 76ers,76ers
NBA,thompho01,119494,2016,2017,New Orleans Pelicans,Pelicans
NBA,thompja02,1893840,2008,2009,Sacramento Kings,Kings
NBA,thompja02,2035920,2009,2010,Sacramento Kings,Kings
NBA,thompja02,2178000,2010,2011,Sacramento Kings,Kings
NBA,thompja02,3001284,2011,2012,Sacramento Kings,Kings
NBA,thompja02,5250000,2012,2013,Sacramento Kings,Kings
NBA,thompja02,5643750,2013,2014,Sacramento Kings,Kings
NBA,thompja02,6037500,2014,2015,Sacramento Kings,Kings
NBA,thompja02,6431250,2015,2016,Golden State Warriors,Warriors
NBA,thompja02,328955,2015,2016,Toronto Raptors,Raptors
NBA,thompja02,945126,2016,2017,Golden State Warriors,Warriors
NBA,thompja02,945126,2017,2018,Golden State Warriors,Warriors
NBA,thompke01,150000,1993,1994,Portland Trail Blazers,Blazers
NBA,thompkl01,2126520,2011,2012,Golden State Warriors,Warriors
NBA,thompkl01,2286000,2012,2013,Golden State Warriors,Warriors
NBA,thompkl01,2317920,2013,2014,Golden State Warriors,Warriors
NBA,thompkl01,3075880,2014,2015,Golden State Warriors,Warriors
NBA,thompkl01,15500000,2015,2016,Golden State Warriors,Warriors
NBA,thompkl01,16663575,2016,2017,Golden State Warriors,Warriors
NBA,thompkl01,17826150,2017,2018,Golden State Warriors,Warriors
NBA,thompla01,277000,1984,1985,Kansas City Kings,Kings
NBA,thompla01,352000,1985,1986,Sacramento Kings,Kings
NBA,thompla01,636000,1987,1988,Sacramento Kings,Kings
NBA,thompla01,636000,1988,1989,Sacramento Kings,Kings
NBA,thompla01,2000000,1990,1991,Indiana Pacers,Pacers
NBA,thompla01,2000000,1991,1992,Indiana Pacers,Pacers
NBA,thompla01,2000000,1992,1993,Indiana Pacers,Pacers
NBA,thompla01,2000000,1993,1994,Indiana Pacers,Pacers
NBA,thompla01,2000000,1994,1995,Indiana Pacers,Pacers
NBA,thompla01,247500,1996,1997,Denver Nuggets,Nuggets
NBA,thompla01,510000,1999,2000,Indiana Pacers,Pacers
NBA,thompmy01,750000,1984,1985,Portland Trail Blazers,Blazers
NBA,thompmy01,595000,1985,1986,Portland Trail Blazers,Blazers
NBA,thompmy01,712000,1987,1988,Los Angeles Lakers,Lakers
NBA,thompmy01,812000,1988,1989,Los Angeles Lakers,Lakers
NBA,thompmy01,615000,1990,1991,Los Angeles Lakers,Lakers
NBA,thompmy01,1807000,1991,1992,Los Angeles Lakers,Lakers
NBA,thompmy02,168035,2011,2012,Cleveland Cavaliers,Cavaliers
NBA,thomppa01,90000,1984,1985,Cleveland Cavaliers,Cavaliers
NBA,thomppa01,85000,1985,1986,Philadelphia 76ers,76ers
NBA,thomptr01,3726600,2011,2012,Cleveland Cavaliers,Cavaliers
NBA,thomptr01,4006080,2012,2013,Cleveland Cavaliers,Cavaliers
NBA,thomptr01,4062000,2013,2014,Cleveland Cavaliers,Cavaliers
NBA,thomptr01,5138430,2014,2015,Cleveland Cavaliers,Cavaliers
NBA,thomptr01,14260870,2015,2016,Cleveland Cavaliers,Cavaliers
NBA,thomptr01,15330435,2016,2017,Cleveland Cavaliers,Cavaliers
NBA,thomptr01,16400000,2017,2018,Cleveland Cavaliers,Cavaliers
NBA,thornal01,1652280,2007,2008,Los Angeles Clippers,Clippers
NBA,thornal01,1776240,2008,2009,Los Angeles Clippers,Clippers
NBA,thornal01,1900200,2009,2010,Washington Wizards,Wizards
NBA,thornal01,2814196,2010,2011,Washington Wizards,Wizards
NBA,thornbo01,70000,1985,1986,New York Knicks,Knicks
NBA,thornbo01,80000,1986,1987,New York Knicks,Knicks
NBA,thornbo01,125000,1987,1988,Philadelphia 76ers,76ers
NBA,thornbo01,200000,1988,1989,Philadelphia 76ers,76ers
NBA,thornbo01,335000,1990,1991,Minnesota Timberwolves,Timberwolves
NBA,thornbo01,335000,1991,1992,Minnesota Timberwolves,Timberwolves
NBA,thornma01,457888,2009,2010,New Orleans Hornets,Pelicans
NBA,thornma01,762195,2010,2011,Sacramento Kings,Kings
NBA,thornma01,7000000,2011,2012,Sacramento Kings,Kings
NBA,thornma01,7525000,2012,2013,Sacramento Kings,Kings
NBA,thornma01,8050000,2013,2014,Sacramento Kings,Kings
NBA,thornma01,8575000,2014,2015,Phoenix Suns,Suns
NBA,thornma01,1186000,2015,2016,Houston Rockets,Rockets
NBA,thornma01,251107,2015,2016,Washington Wizards,Wizards
NBA,thornma01,1315448,2016,2017,Brooklyn Nets,Nets
NBA,thornsi01,815615,2017,2018,Los Angeles Clippers,Clippers
NBA,thorpot01,225000,1984,1985,Kansas City Kings,Kings
NBA,thorpot01,297500,1985,1986,Sacramento Kings,Kings
NBA,thorpot01,337500,1987,1988,Sacramento Kings,Kings
NBA,thorpot01,1100000,1988,1989,Houston Rockets,Rockets
NBA,thorpot01,1100000,1989,1990,Houston Rockets,Rockets
NBA,thorpot01,1760000,1990,1991,Houston Rockets,Rockets
NBA,thorpot01,1786000,1991,1992,Houston Rockets,Rockets
NBA,thorpot01,2102000,1992,1993,Houston Rockets,Rockets
NBA,thorpot01,2418000,1993,1994,Houston Rockets,Rockets
NBA,thorpot01,2578400,1994,1995,Houston Rockets,Rockets
NBA,thorpot01,2607000,1995,1996,Detroit Pistons,Pistons
NBA,thorpot01,7000000,1996,1997,Detroit Pistons,Pistons
NBA,thorpot01,5700000,1997,1998,Vancouver Grizzlies,Grizzlies
NBA,thorpot01,4400000,1998,1999,Washington Wizards,Wizards
NBA,thorpot01,2000000,1999,2000,Miami Heat,Heat
NBA,thorpot01,2200000,2000,2001,Charlotte Hornets,Hornets
NBA,threase01,78000,1984,1985,Philadelphia 76ers,76ers
NBA,threase01,113000,1985,1986,Philadelphia 76ers,76ers
NBA,threase01,270000,1987,1988,Seattle SuperSonics,Thunder
NBA,threase01,275000,1988,1989,Seattle SuperSonics,Thunder
NBA,threase01,650000,1990,1991,Seattle SuperSonics,Thunder
NBA,threase01,612000,1991,1992,Los Angeles Lakers,Lakers
NBA,threase01,796000,1992,1993,Los Angeles Lakers,Lakers
NBA,threase01,2400000,1993,1994,Los Angeles Lakers,Lakers
NBA,threase01,2400000,1994,1995,Los Angeles Lakers,Lakers
NBA,threase01,2400000,1995,1996,Los Angeles Lakers,Lakers
NBA,tinslja01,749160,2001,2002,Indiana Pacers,Pacers
NBA,tinslja01,805320,2002,2003,Indiana Pacers,Pacers
NBA,tinslja01,861600,2003,2004,Indiana Pacers,Pacers
NBA,tinslja01,1554326,2004,2005,Indiana Pacers,Pacers
NBA,tinslja01,5400000,2005,2006,Indiana Pacers,Pacers
NBA,tinslja01,5850000,2006,2007,Indiana Pacers,Pacers
NBA,tinslja01,6300000,2007,2008,Indiana Pacers,Pacers
NBA,tinslja01,6750000,2008,2009,Indiana Pacers,Pacers
NBA,tinslja01,5200000,2009,2010,Indiana Pacers,Pacers
NBA,tinslja01,990300,2009,2010,Memphis Grizzlies,Grizzlies
NBA,tinslja01,5500000,2010,2011,Indiana Pacers,Pacers
NBA,tisdawa01,987000,1985,1986,Indiana Pacers,Pacers
NBA,tisdawa01,1000000,1987,1988,Indiana Pacers,Pacers
NBA,tisdawa01,1000000,1988,1989,Indiana Pacers,Pacers
NBA,tisdawa01,2500000,1989,1990,Sacramento Kings,Kings
NBA,tisdawa01,2330000,1990,1991,Sacramento Kings,Kings
NBA,tisdawa01,2333000,1991,1992,Sacramento Kings,Kings
NBA,tisdawa01,2333000,1992,1993,Sacramento Kings,Kings
NBA,tisdawa01,2333000,1993,1994,Sacramento Kings,Kings
NBA,tisdawa01,850000,1994,1995,Phoenix Suns,Suns
NBA,tisdawa01,3475000,1995,1996,Phoenix Suns,Suns
NBA,tisdawa01,3475000,1996,1997,Phoenix Suns,Suns
NBA,tobeymi01,138938,2016,2017,Charlotte Hornets,Hornets
NBA,tolbera01,100000,1988,1989,Atlanta Hawks,Hawks
NBA,tolbeto01,150000,1988,1989,Charlotte Hornets,Hornets
NBA,tolbeto01,405000,1990,1991,Golden State Warriors,Warriors
NBA,tolbeto01,506000,1991,1992,Golden State Warriors,Warriors
NBA,tolbeto01,606000,1992,1993,Golden State Warriors,Warriors
NBA,tolbeto01,650000,1993,1994,Los Angeles Clippers,Clippers
NBA,tolbeto01,325000,1994,1995,Charlotte Hornets,Hornets
NBA,tollian01,187248,2008,2009,San Antonio Spurs,Spurs
NBA,tollian01,26007,2008,2009,New Orleans Hornets,Pelicans
NBA,tollian01,359546,2009,2010,Golden State Warriors,Warriors
NBA,tollian01,51983,2009,2010,Portland Trail Blazers,Blazers
NBA,tollian01,2200000,2010,2011,Minnesota Timberwolves,Timberwolves
NBA,tollian01,2050000,2011,2012,Minnesota Timberwolves,Timberwolves
NBA,tollian01,915852,2012,2013,Atlanta Hawks,Hawks
NBA,tollian01,1027424,2013,2014,Charlotte Bobcats,Hornets
NBA,tollian01,3000000,2014,2015,Detroit Pistons,Pistons
NBA,tollian01,3000000,2015,2016,Detroit Pistons,Pistons
NBA,tollian01,8000000,2016,2017,Sacramento Kings,Kings
NBA,tollian01,3290000,2017,2018,Detroit Pistons,Pistons
NBA,tollian01,2000000,2017,2018,Sacramento Kings,Kings
NBA,toneyan01,310000,1984,1985,Philadelphia 76ers,76ers
NBA,toneyan01,710000,1985,1986,Philadelphia 76ers,76ers
NBA,toneyan01,710000,1986,1987,Philadelphia 76ers,76ers
NBA,toneyan01,700000,1987,1988,Philadelphia 76ers,76ers
NBA,toneyan01,450000,1991,1992,Philadelphia 76ers,76ers
NBA,toneyse01,75000,1987,1988,New York Knicks,Knicks
NBA,toneyse01,150000,1993,1994,Cleveland Cavaliers,Cavaliers
NBA,toolsan01,120000,1990,1991,Utah Jazz,Jazz
NBA,toolsan01,250000,1991,1992,Utah Jazz,Jazz
NBA,toolsan01,310000,1995,1996,Utah Jazz,Jazz
NBA,torreos01,332817,2001,2002,Houston Rockets,Rockets
NBA,torreos01,168729,2002,2003,Golden State Warriors,Warriors
NBA,toupaax01,123552,2015,2016,Denver Nuggets,Nuggets
NBA,toupaax01,25000,2015,2016,Toronto Raptors,Raptors
NBA,toupaax01,51449,2016,2017,Milwaukee Bucks,Bucks
NBA,toupaax01,20580,2016,2017,New Orleans Pelicans,Pelicans
NBA,toupaax01,25000,2017,2018,New Orleans Pelicans,Pelicans
NBA,towerke01,26316,1994,1995,Orlando Magic,Magic
NBA,towerke01,263000,1995,1996,Los Angeles Clippers,Clippers
NBA,townska01,5703600,2015,2016,Minnesota Timberwolves,Timberwolves
NBA,townska01,5960160,2016,2017,Minnesota Timberwolves,Timberwolves
NBA,townska01,6216840,2017,2018,Minnesota Timberwolves,Timberwolves
NBA,traylro01,1590000,1998,1999,Milwaukee Bucks,Bucks
NBA,traylro01,2059320,1999,2000,Milwaukee Bucks,Bucks
NBA,traylro01,2203080,2000,2001,Cleveland Cavaliers,Cavaliers
NBA,traylro01,2793505,2001,2002,Charlotte Hornets,Hornets
NBA,traylro01,750000,2002,2003,New Orleans Hornets,Pelicans
NBA,traylro01,825000,2003,2004,New Orleans Hornets,Pelicans
NBA,traylro01,1600000,2004,2005,Cleveland Cavaliers,Cavaliers
NBA,trentga01,1022000,1995,1996,Portland Trail Blazers,Blazers
NBA,trentga01,1176000,1996,1997,Portland Trail Blazers,Blazers
NBA,trentga01,1329009,1997,1998,Portland Trail Blazers,Blazers
NBA,trentga01,1000000,1998,1999,Dallas Mavericks,Mavericks
NBA,trentga01,2000000,1999,2000,Dallas Mavericks,Mavericks
NBA,trentga01,2400000,2000,2001,Dallas Mavericks,Mavericks
NBA,trentga01,715850,2001,2002,Minnesota Timberwolves,Timberwolves
NBA,trentga01,824935,2002,2003,Minnesota Timberwolves,Timberwolves
NBA,trentga01,938679,2003,2004,Minnesota Timberwolves,Timberwolves
NBA,trepaje01,332817,2001,2002,Cleveland Cavaliers,Cavaliers
NBA,trepaje01,638679,2003,2004,Denver Nuggets,Nuggets
NBA,tripuke01,700000,1984,1985,Detroit Pistons,Pistons
NBA,tripuke01,971000,1985,1986,Detroit Pistons,Pistons
NBA,tripuke01,971000,1987,1988,Utah Jazz,Jazz
NBA,tripuke01,980000,1988,1989,Charlotte Hornets,Hornets
NBA,tripuke01,1000000,1989,1990,Charlotte Hornets,Hornets
NBA,tripuke01,1000000,1990,1991,Charlotte Hornets,Hornets
NBA,trybace01,1500000,2002,2003,Memphis Grizzlies,Grizzlies
NBA,trybace01,1600000,2003,2004,Phoenix Suns,Suns
NBA,trybace01,1700000,2004,2005,Chicago Bulls,Bulls
NBA,tsakaja01,763200,2000,2001,Phoenix Suns,Suns
NBA,tsakaja01,820400,2001,2002,Phoenix Suns,Suns
NBA,tsakaja01,877680,2002,2003,Phoenix Suns,Suns
NBA,tsakaja01,1580702,2003,2004,Memphis Grizzlies,Grizzlies
NBA,tsakaja01,2900000,2004,2005,Memphis Grizzlies,Grizzlies
NBA,tsakaja01,2900000,2005,2006,Memphis Grizzlies,Grizzlies
NBA,tsakaja01,2900000,2006,2007,Houston Rockets,Rockets
NBA,tskitni01,2530920,2002,2003,Denver Nuggets,Nuggets
NBA,tskitni01,2720760,2003,2004,Denver Nuggets,Nuggets
NBA,tskitni01,2910600,2004,2005,Denver Nuggets,Nuggets
NBA,tskitni01,745248,2005,2006,Minnesota Timberwolves,Timberwolves
NBA,tuckeal02,931920,2007,2008,Phoenix Suns,Suns
NBA,tuckeal02,1001880,2008,2009,Phoenix Suns,Suns
NBA,tuckeal02,1071720,2009,2010,Minnesota Timberwolves,Timberwolves
NBA,tuckean01,150000,1994,1995,Washington Bullets,Wizards
NBA,tuckean01,225000,1995,1996,New York Knicks,Knicks
NBA,tuckepj01,412718,2006,2007,Toronto Raptors,Raptors
NBA,tuckepj01,762195,2012,2013,Phoenix Suns,Suns
NBA,tuckepj01,884293,2013,2014,Phoenix Suns,Suns
NBA,tuckepj01,5700000,2014,2015,Phoenix Suns,Suns
NBA,tuckepj01,5500000,2015,2016,Phoenix Suns,Suns
NBA,tuckepj01,5300000,2016,2017,Toronto Raptors,Raptors
NBA,tuckepj01,7590035,2017,2018,Houston Rockets,Rockets
NBA,tucketr01,273000,1984,1985,New York Knicks,Knicks
NBA,tucketr01,300000,1985,1986,New York Knicks,Knicks
NBA,tucketr01,325000,1986,1987,New York Knicks,Knicks
NBA,tucketr01,325000,1987,1988,New York Knicks,Knicks
NBA,tucketr01,375000,1988,1989,New York Knicks,Knicks
NBA,tucketr01,835000,1990,1991,New York Knicks,Knicks
NBA,tucketr01,813000,1991,1992,Phoenix Suns,Suns
NBA,tucketr01,350000,1992,1993,Chicago Bulls,Bulls
NBA,turiaro01,664209,2006,2007,Los Angeles Lakers,Lakers
NBA,turiaro01,770610,2007,2008,Los Angeles Lakers,Lakers
NBA,turiaro01,4500000,2008,2009,Golden State Warriors,Warriors
NBA,turiaro01,4140000,2009,2010,Golden State Warriors,Warriors
NBA,turiaro01,4000000,2010,2011,New York Knicks,Knicks
NBA,turiaro01,4360000,2011,2012,Washington Wizards,Wizards
NBA,turiaro01,1146337,2012,2013,Los Angeles Clippers,Clippers
NBA,turiaro01,1500000,2013,2014,Minnesota Timberwolves,Timberwolves
NBA,turiaro01,1500000,2014,2015,Philadelphia 76ers,76ers
NBA,turkcmi01,739400,1998,1999,New York Knicks,Knicks
NBA,turkcmi01,830745,1999,2000,New York Knicks,Knicks
NBA,turkcmi01,1069400,2000,2001,New York Knicks,Knicks
NBA,turkohe01,1131240,2000,2001,Sacramento Kings,Kings
NBA,turkohe01,1216080,2001,2002,Sacramento Kings,Kings
NBA,turkohe01,1300920,2002,2003,Sacramento Kings,Kings
NBA,turkohe01,1995611,2003,2004,San Antonio Spurs,Spurs
NBA,turkohe01,4903000,2004,2005,Orlando Magic,Magic
NBA,turkohe01,5393300,2005,2006,Orlando Magic,Magic
NBA,turkohe01,5883600,2006,2007,Orlando Magic,Magic
NBA,turkohe01,6373900,2007,2008,Orlando Magic,Magic
NBA,turkohe01,6864200,2008,2009,Orlando Magic,Magic
NBA,turkohe01,9000000,2009,2010,Toronto Raptors,Raptors
NBA,turkohe01,10215850,2010,2011,Orlando Magic,Magic
NBA,turkohe01,11015850,2011,2012,Orlando Magic,Magic
NBA,turkohe01,11815850,2012,2013,Orlando Magic,Magic
NBA,turkohe01,12000000,2013,2014,Orlando Magic,Magic
NBA,turkohe01,1448490,2014,2015,Los Angeles Clippers,Clippers
NBA,turnean01,75000,1987,1988,Houston Rockets,Rockets
NBA,turnean01,110000,1990,1991,Philadelphia 76ers,76ers
NBA,turnean01,130000,1991,1992,Washington Bullets,Wizards
NBA,turnean01,140000,1992,1993,Washington Bullets,Wizards
NBA,turneel01,125000,1985,1986,Denver Nuggets,Nuggets
NBA,turneel01,75000,1987,1988,Chicago Bulls,Bulls
NBA,turneel01,225000,1988,1989,Denver Nuggets,Nuggets
NBA,turneev01,4602720,2010,2011,Philadelphia 76ers,76ers
NBA,turneev01,4947840,2011,2012,Philadelphia 76ers,76ers
NBA,turneev01,5293080,2012,2013,Philadelphia 76ers,76ers
NBA,turneev01,6679867,2013,2014,Philadelphia 76ers,76ers
NBA,turneev01,3278000,2014,2015,Boston Celtics,Celtics
NBA,turneev01,3425510,2015,2016,Boston Celtics,Celtics
NBA,turneev01,16393443,2016,2017,Portland Trail Blazers,Blazers
NBA,turneev01,17131148,2017,2018,Portland Trail Blazers,Blazers
NBA,turnehe02,180000,1994,1995,Sacramento Kings,Kings
NBA,turneje01,200000,1985,1986,New Jersey Nets,Nets
NBA,turneje01,150000,1986,1987,New Jersey Nets,Nets
NBA,turneje01,410000,1990,1991,Orlando Magic,Magic
NBA,turneje01,550000,1991,1992,Orlando Magic,Magic
NBA,turneje01,700000,1992,1993,Orlando Magic,Magic
NBA,turneje01,1100000,1994,1995,Orlando Magic,Magic
NBA,turneje01,1300000,1995,1996,Orlando Magic,Magic
NBA,turnejo01,615000,1991,1992,Houston Rockets,Rockets
NBA,turnemy01,2357760,2015,2016,Indiana Pacers,Pacers
NBA,turnemy01,2463840,2016,2017,Indiana Pacers,Pacers
NBA,turnemy01,2569920,2017,2018,Indiana Pacers,Pacers
NBA,turnewa01,30000,1999,2000,Boston Celtics,Celtics
NBA,turpime01,260000,1984,1985,Cleveland Cavaliers,Cavaliers
NBA,turpime01,450000,1985,1986,Cleveland Cavaliers,Cavaliers
NBA,turpime01,1000000,1987,1988,Utah Jazz,Jazz
NBA,tylerbj01,715000,1994,1995,Philadelphia 76ers,76ers
NBA,tylerbj01,845000,1995,1996,Toronto Raptors,Raptors
NBA,tylerbj01,1040000,1996,1997,Toronto Raptors,Raptors
NBA,tylerbj01,1200000,1997,1998,Toronto Raptors,Raptors
NBA,tylerbj01,1411000,1998,1999,Toronto Raptors,Raptors
NBA,tylerbj01,1614000,1999,2000,Toronto Raptors,Raptors
NBA,tylerje01,650000,2011,2012,Golden State Warriors,Warriors
