league,playerid,salary,seasonstart,seasonend,teamold,team
NBA,abdelal01,395000,1990,1991,Portland Trail Blazers,Blazers
NBA,abdelal01,494000,1991,1992,Portland Trail Blazers,Blazers
NBA,abdelal01,500000,1992,1993,Boston Celtics,Celtics
NBA,abdelal01,805000,1993,1994,Boston Celtics,Celtics
NBA,abdelal01,650000,1994,1995,Sacramento Kings,Kings
NBA,abdulka01,1530000,1984,1985,Los Angeles Lakers,Lakers
NBA,abdulka01,2030000,1985,1986,Los Angeles Lakers,Lakers
NBA,abdulka01,2000000,1987,1988,Los Angeles Lakers,Lakers
NBA,abdulka01,3000000,1988,1989,Los Angeles Lakers,Lakers
NBA,abdulma02,1660000,1990,1991,Denver Nuggets,Nuggets
NBA,abdulma02,2008000,1991,1992,Denver Nuggets,Nuggets
NBA,abdulma02,2358000,1992,1993,Denver Nuggets,Nuggets
NBA,abdulma02,1825000,1993,1994,Denver Nuggets,Nuggets
NBA,abdulma02,2200000,1994,1995,Denver Nuggets,Nuggets
NBA,abdulma02,2600000,1995,1996,Denver Nuggets,Nuggets
NBA,abdulma02,3100000,1996,1997,Sacramento Kings,Kings
NBA,abdulma02,3300000,1997,1998,Sacramento Kings,Kings
NBA,abdulma02,798500,2000,2001,Vancouver Grizzlies,Grizzlies
NBA,abdulta01,1226880,1997,1998,Sacramento Kings,Kings
NBA,abdulta01,1411000,1998,1999,Sacramento Kings,Kings
NBA,abdulta01,1594920,1999,2000,Denver Nuggets,Nuggets
NBA,abdulta01,4500000,2000,2001,Denver Nuggets,Nuggets
NBA,abdulta01,5062500,2001,2002,Denver Nuggets,Nuggets
NBA,abdulta01,5625000,2002,2003,Dallas Mavericks,Mavericks
NBA,abdulta01,6187500,2003,2004,Dallas Mavericks,Mavericks
NBA,abdulta01,6750000,2004,2005,Dallas Mavericks,Mavericks
NBA,abdulta01,3656250,2005,2006,Dallas Mavericks,Mavericks
NBA,abdulta01,1968750,2006,2007,Dallas Mavericks,Mavericks
NBA,abdursh01,2186000,1996,1997,Vancouver Grizzlies,Grizzlies
NBA,abdursh01,9000000,1999,2000,Vancouver Grizzlies,Grizzlies
NBA,abdursh01,10130000,2000,2001,Vancouver Grizzlies,Grizzlies
NBA,abdursh01,11250000,2001,2002,Atlanta Hawks,Hawks
NBA,abdursh01,12375000,2002,2003,Atlanta Hawks,Hawks
NBA,abdursh01,13500000,2003,2004,Atlanta Hawks,Hawks
NBA,abdursh01,14625000,2004,2005,Portland Trail Blazers,Blazers
NBA,abdursh01,5000000,2005,2006,Sacramento Kings,Kings
NBA,abdursh01,5400000,2006,2007,Sacramento Kings,Kings
NBA,abdursh01,5800000,2007,2008,Sacramento Kings,Kings
NBA,abdursh01,6600000,2009,2010,Sacramento Kings,Kings
NBA,abrinal01,5994764,2016,2017,Oklahoma City Thunder,Thunder
NBA,abrinal01,5725000,2017,2018,Oklahoma City Thunder,Thunder
NBA,ackeral01,398762,2005,2006,Detroit Pistons,Pistons
NBA,ackeral01,839209,2006,2007,Detroit Pistons,Pistons
NBA,ackeral01,711517,2008,2009,Los Angeles Clippers,Clippers
NBA,acresma01,75000,1987,1988,Boston Celtics,Celtics
NBA,acresma01,300000,1988,1989,Boston Celtics,Celtics
NBA,acresma01,437000,1990,1991,Orlando Magic,Magic
NBA,acresma01,547000,1991,1992,Orlando Magic,Magic
NBA,acresma01,250000,1992,1993,Houston Rockets,Rockets
NBA,acyqu01,665000,2012,2013,Toronto Raptors,Raptors
NBA,acyqu01,788872,2013,2014,Toronto Raptors,Raptors
NBA,acyqu01,915243,2014,2015,New York Knicks,Knicks
NBA,acyqu01,981348,2015,2016,Sacramento Kings,Kings
NBA,acyqu01,1914544,2016,2017,Brooklyn Nets,Nets
NBA,acyqu01,1050961,2016,2017,Dallas Mavericks,Mavericks
NBA,acyqu01,1709538,2017,2018,Brooklyn Nets,Nets
NBA,adamsal01,500000,1984,1985,Phoenix Suns,Suns
NBA,adamsal01,600000,1985,1986,Phoenix Suns,Suns
NBA,adamsal01,675000,1987,1988,Phoenix Suns,Suns
NBA,adamsha01,412718,2006,2007,New Jersey Nets,Nets
NBA,adamsha01,297163,2008,2009,Los Angeles Clippers,Clippers
NBA,adamsjo01,1344120,2014,2015,Memphis Grizzlies,Grizzlies
NBA,adamsjo01,1404600,2015,2016,Memphis Grizzlies,Grizzlies
NBA,adamsjo01,1465080,2016,2017,Memphis Grizzlies,Grizzlies
NBA,adamsmi01,85000,1985,1986,Sacramento Kings,Kings
NBA,adamsmi01,160000,1987,1988,Denver Nuggets,Nuggets
NBA,adamsmi01,375000,1988,1989,Denver Nuggets,Nuggets
NBA,adamsmi01,825000,1990,1991,Denver Nuggets,Nuggets
NBA,adamsmi01,1309000,1991,1992,Washington Bullets,Wizards
NBA,adamsmi01,1309000,1992,1993,Washington Bullets,Wizards
NBA,adamsmi01,1309000,1993,1994,Washington Bullets,Wizards
NBA,adamsmi01,1240000,1994,1995,Charlotte Hornets,Hornets
NBA,adamsst01,2090880,2013,2014,Oklahoma City Thunder,Thunder
NBA,adamsst01,2184960,2014,2015,Oklahoma City Thunder,Thunder
NBA,adamsst01,2279040,2015,2016,Oklahoma City Thunder,Thunder
NBA,adamsst01,3140517,2016,2017,Oklahoma City Thunder,Thunder
NBA,adamsst01,22471910,2017,2018,Oklahoma City Thunder,Thunder
NBA,addisra01,311000,1991,1992,New Jersey Nets,Nets
NBA,addisra01,522000,1992,1993,New Jersey Nets,Nets
NBA,addisra01,250000,1994,1995,Detroit Pistons,Pistons
NBA,addisra01,360000,1995,1996,Charlotte Hornets,Hornets
NBA,addisra01,290000,1996,1997,Charlotte Hornets,Hornets
NBA,adebaba01,2490360,2017,2018,Miami Heat,Heat
NBA,adrieje01,342666,2010,2011,Golden State Warriors,Warriors
NBA,adrieje01,270427,2011,2012,Houston Rockets,Rockets
NBA,adrieje01,804131,2012,2013,Charlotte Bobcats,Hornets
NBA,adrieje01,916099,2013,2014,Charlotte Bobcats,Hornets
NBA,adrieje01,981084,2014,2015,Houston Rockets,Rockets
NBA,afflaar01,944520,2007,2008,Detroit Pistons,Pistons
NBA,afflaar01,1015440,2008,2009,Detroit Pistons,Pistons
NBA,afflaar01,1086240,2009,2010,Denver Nuggets,Nuggets
NBA,afflaar01,1959577,2010,2011,Denver Nuggets,Nuggets
NBA,afflaar01,7562500,2011,2012,Denver Nuggets,Nuggets
NBA,afflaar01,7750000,2012,2013,Orlando Magic,Magic
NBA,afflaar01,7312500,2013,2014,Orlando Magic,Magic
NBA,afflaar01,7750000,2014,2015,Portland Trail Blazers,Blazers
NBA,afflaar01,8000000,2015,2016,New York Knicks,Knicks
NBA,afflaar01,12500000,2016,2017,Sacramento Kings,Kings
NBA,afflaar01,1500000,2017,2018,Sacramento Kings,Kings
NBA,afflaar01,1471382,2017,2018,Orlando Magic,Magic
NBA,agerma01,906480,2006,2007,Dallas Mavericks,Mavericks
NBA,agerma01,974400,2007,2008,New Jersey Nets,Nets
NBA,agerma01,1042440,2008,2009,New Jersey Nets,Nets
NBA,agerma01,83305,2010,2011,Minnesota Timberwolves,Timberwolves
NBA,aguirma01,800000,1984,1985,Dallas Mavericks,Mavericks
NBA,aguirma01,626240,1985,1986,Dallas Mavericks,Mavericks
NBA,aguirma01,715700,1987,1988,Dallas Mavericks,Mavericks
NBA,aguirma01,715700,1988,1989,Dallas Mavericks,Mavericks
NBA,aguirma01,1115000,1990,1991,Detroit Pistons,Pistons
NBA,aguirma01,1232000,1991,1992,Detroit Pistons,Pistons
NBA,aguirma01,1351000,1992,1993,Detroit Pistons,Pistons
NBA,aguirma01,1471000,1993,1994,Detroit Pistons,Pistons
NBA,aguirma01,150000,1993,1994,Los Angeles Clippers,Clippers
NBA,ahearbl01,125562,2008,2009,San Antonio Spurs,Spurs
NBA,aingeda01,400000,1984,1985,Boston Celtics,Celtics
NBA,aingeda01,550000,1985,1986,Boston Celtics,Celtics
NBA,aingeda01,625000,1987,1988,Boston Celtics,Celtics
NBA,aingeda01,675000,1988,1989,Boston Celtics,Celtics
NBA,aingeda01,725000,1990,1991,Portland Trail Blazers,Blazers
NBA,aingeda01,725000,1991,1992,Portland Trail Blazers,Blazers
NBA,aingeda01,1330000,1992,1993,Phoenix Suns,Suns
NBA,aingeda01,1690000,1993,1994,Phoenix Suns,Suns
NBA,aingeda01,2080000,1994,1995,Phoenix Suns,Suns
NBA,ajincal01,1276320,2008,2009,Charlotte Bobcats,Hornets
NBA,ajincal01,1372080,2009,2010,Charlotte Bobcats,Hornets
NBA,ajincal01,1467840,2010,2011,Toronto Raptors,Raptors
NBA,ajincal01,981084,2014,2015,New Orleans Pelicans,Pelicans
NBA,ajincal01,4300000,2015,2016,New Orleans Pelicans,Pelicans
NBA,ajincal01,4600000,2016,2017,New Orleans Pelicans,Pelicans
NBA,ajincal01,4961798,2017,2018,New Orleans Pelicans,Pelicans
NBA,akognjo01,788872,2013,2014,Memphis Grizzlies,Grizzlies
NBA,alabiso01,770000,2010,2011,Toronto Raptors,Raptors
NBA,alabiso01,830000,2011,2012,Toronto Raptors,Raptors
NBA,alarima01,232500,1987,1988,Washington Bullets,Wizards
NBA,alarima01,250000,1988,1989,Washington Bullets,Wizards
NBA,alarima01,500000,1990,1991,Washington Bullets,Wizards
NBA,alarima01,550000,1991,1992,Washington Bullets,Wizards
NBA,aldemfu01,3000000,2014,2015,Philadelphia 76ers,76ers
NBA,aldemfu01,3000000,2015,2016,Philadelphia 76ers,76ers
NBA,aldrico01,2126520,2010,2011,Oklahoma City Thunder,Thunder
NBA,aldrico01,2286000,2011,2012,Oklahoma City Thunder,Thunder
NBA,aldrico01,2445480,2012,2013,Sacramento Kings,Kings
NBA,aldrico01,981084,2014,2015,New York Knicks,Knicks
NBA,aldrico01,1100600,2015,2016,Los Angeles Clippers,Clippers
NBA,aldrico01,7643979,2016,2017,Minnesota Timberwolves,Timberwolves
NBA,aldrico01,7300000,2017,2018,Minnesota Timberwolves,Timberwolves
NBA,aldrila01,4027320,2006,2007,Portland Trail Blazers,Blazers
NBA,aldrila01,4329360,2007,2008,Portland Trail Blazers,Blazers
NBA,aldrila01,4631400,2008,2009,Portland Trail Blazers,Blazers
NBA,aldrila01,5844827,2009,2010,Portland Trail Blazers,Blazers
NBA,aldrila01,11244000,2010,2011,Portland Trail Blazers,Blazers
NBA,aldrila01,12372000,2011,2012,Portland Trail Blazers,Blazers
NBA,aldrila01,13500000,2012,2013,Portland Trail Blazers,Blazers
NBA,aldrila01,14128000,2013,2014,Portland Trail Blazers,Blazers
NBA,aldrila01,16006000,2014,2015,Portland Trail Blazers,Blazers
NBA,aldrila01,19500000,2015,2016,San Antonio Spurs,Spurs
NBA,aldrila01,20575005,2016,2017,San Antonio Spurs,Spurs
NBA,aldrila01,21461010,2017,2018,San Antonio Spurs,Spurs
NBA,alexacl01,525093,2015,2016,Portland Trail Blazers,Blazers
NBA,alexacl01,51449,2016,2017,Brooklyn Nets,Nets
NBA,alexaco01,490000,1995,1996,San Antonio Spurs,Spurs
NBA,alexaco01,521000,1996,1997,San Antonio Spurs,Spurs
NBA,alexaco01,562380,1997,1998,San Antonio Spurs,Spurs
NBA,alexaco01,1980000,1999,2000,Denver Nuggets,Nuggets
NBA,alexaco01,2160000,2000,2001,Denver Nuggets,Nuggets
NBA,alexaco01,1995741,2001,2002,Denver Nuggets,Nuggets
NBA,alexaco01,2149259,2002,2003,Denver Nuggets,Nuggets
NBA,alexaco01,2302778,2003,2004,Denver Nuggets,Nuggets
NBA,alexaco02,1319400,2000,2001,Dallas Mavericks,Mavericks
NBA,alexaco02,1418400,2001,2002,Washington Wizards,Wizards
NBA,alexaco02,1517280,2002,2003,New Orleans Hornets,Pelicans
NBA,alexaco02,2168193,2003,2004,New Orleans Hornets,Pelicans
NBA,alexaco02,79029,2004,2005,Sacramento Kings,Kings
NBA,alexaga01,150000,1994,1995,Cleveland Cavaliers,Cavaliers
NBA,alexajo01,2403120,2008,2009,Milwaukee Bucks,Bucks
NBA,alexajo01,2583360,2009,2010,Chicago Bulls,Bulls
NBA,alexajo01,90465,2010,2011,New Orleans Hornets,Pelicans
NBA,alexavi01,750000,1991,1992,Golden State Warriors,Warriors
NBA,alexavi01,942000,1992,1993,Golden State Warriors,Warriors
NBA,alexavi01,1160000,1993,1994,Golden State Warriors,Warriors
NBA,alexavi01,1377500,1994,1995,Golden State Warriors,Warriors
NBA,alexavi01,1595000,1995,1996,Toronto Raptors,Raptors
NBA,alexavi01,653350,2001,2002,Detroit Pistons,Pistons
NBA,alforst01,100000,1987,1988,Dallas Mavericks,Mavericks
NBA,alforst01,150000,1988,1989,Golden State Warriors,Warriors
NBA,alforst01,250000,1990,1991,Dallas Mavericks,Mavericks
NBA,allenja01,1713720,2017,2018,Brooklyn Nets,Nets
NBA,allenje01,200000,1995,1996,Minnesota Timberwolves,Timberwolves
NBA,allenje01,247500,1996,1997,Indiana Pacers,Pacers
NBA,allenje01,35000,1997,1998,Cleveland Cavaliers,Cavaliers
NBA,allenje01,510000,1999,2000,Milwaukee Bucks,Bucks
NBA,allenla01,473604,2011,2012,Philadelphia 76ers,76ers
NBA,allenla01,3000000,2012,2013,Philadelphia 76ers,76ers
NBA,allenla01,3060000,2013,2014,Philadelphia 76ers,76ers
NBA,allenla01,948163,2014,2015,Indiana Pacers,Pacers
NBA,allenla01,3700000,2015,2016,Indiana Pacers,Pacers
NBA,allenla01,4000000,2016,2017,Indiana Pacers,Pacers
NBA,allenma01,332817,2001,2002,Miami Heat,Heat
NBA,allenma01,512435,2002,2003,Miami Heat,Heat
NBA,allenma01,1510000,2003,2004,Miami Heat,Heat
NBA,allenma01,1950625,2004,2005,Miami Heat,Heat
NBA,allenma01,1670000,2005,2006,Chicago Bulls,Bulls
NBA,allenma01,1803600,2006,2007,Chicago Bulls,Bulls
NBA,allenma01,998398,2007,2008,Dallas Mavericks,Mavericks
NBA,allenma01,1300000,2008,2009,Milwaukee Bucks,Bucks
NBA,allenma01,1300000,2009,2010,Denver Nuggets,Nuggets
NBA,allenma01,1229255,2010,2011,Orlando Magic,Magic
NBA,allenra02,1785000,1996,1997,Milwaukee Bucks,Bucks
NBA,allenra02,2052360,1997,1998,Milwaukee Bucks,Bucks
NBA,allenra02,2320000,1998,1999,Milwaukee Bucks,Bucks
NBA,allenra02,9000000,1999,2000,Milwaukee Bucks,Bucks
NBA,allenra02,10130000,2000,2001,Milwaukee Bucks,Bucks
NBA,allenra02,11250000,2001,2002,Milwaukee Bucks,Bucks
NBA,allenra02,12375000,2002,2003,Milwaukee Bucks,Bucks
NBA,allenra02,13500000,2003,2004,Seattle SuperSonics,Thunder
NBA,allenra02,14625000,2004,2005,Seattle SuperSonics,Thunder
NBA,allenra02,13223140,2005,2006,Seattle SuperSonics,Thunder
NBA,allenra02,14611570,2006,2007,Seattle SuperSonics,Thunder
NBA,allenra02,16000000,2007,2008,Boston Celtics,Celtics
NBA,allenra02,18388430,2008,2009,Boston Celtics,Celtics
NBA,allenra02,18776860,2009,2010,Boston Celtics,Celtics
NBA,allenra02,10000000,2010,2011,Boston Celtics,Celtics
NBA,allenra02,10000000,2011,2012,Boston Celtics,Celtics
NBA,allenra02,3090000,2012,2013,Miami Heat,Heat
NBA,allenra02,3229050,2013,2014,Miami Heat,Heat
NBA,allento01,901920,2004,2005,Boston Celtics,Celtics
NBA,allento01,969696,2005,2006,Boston Celtics,Celtics
NBA,allento01,1037280,2006,2007,Boston Celtics,Celtics
NBA,allento01,1868141,2007,2008,Boston Celtics,Celtics
NBA,allento01,2500000,2008,2009,Boston Celtics,Celtics
NBA,allento01,2500000,2009,2010,Boston Celtics,Celtics
NBA,allento01,3000000,2010,2011,Memphis Grizzlies,Grizzlies
NBA,allento01,3150000,2011,2012,Memphis Grizzlies,Grizzlies
NBA,allento01,3300000,2012,2013,Memphis Grizzlies,Grizzlies
NBA,allento01,4494382,2013,2014,Memphis Grizzlies,Grizzlies
NBA,allento01,4831461,2014,2015,Memphis Grizzlies,Grizzlies
NBA,allento01,5168539,2015,2016,Memphis Grizzlies,Grizzlies
NBA,allento01,5505618,2016,2017,Memphis Grizzlies,Grizzlies
NBA,allento01,1471382,2017,2018,Chicago Bulls,Bulls
NBA,almonmo01,1005960,2007,2008,Utah Jazz,Jazz
NBA,almonmo01,1081440,2008,2009,Utah Jazz,Jazz
NBA,alstode01,150000,1994,1995,Philadelphia 76ers,76ers
NBA,alstode01,350000,1995,1996,Philadelphia 76ers,76ers
NBA,alstora01,301875,1999,2000,Milwaukee Bucks,Bucks
NBA,alstora01,423500,2000,2001,Milwaukee Bucks,Bucks
NBA,alstora01,625000,2001,2002,Milwaukee Bucks,Bucks
NBA,alstora01,37344,2002,2003,Toronto Raptors,Raptors
NBA,alstora01,688679,2003,2004,Miami Heat,Heat
NBA,alstora01,3500000,2004,2005,Toronto Raptors,Raptors
NBA,alstora01,3850000,2005,2006,Houston Rockets,Rockets
NBA,alstora01,4200000,2006,2007,Houston Rockets,Rockets
NBA,alstora01,4550000,2007,2008,Houston Rockets,Rockets
NBA,alstora01,4900000,2008,2009,Orlando Magic,Magic
NBA,alstora01,4300000,2009,2010,New Jersey Nets,Nets
NBA,alstora01,753133,2009,2010,Miami Heat,Heat
NBA,amaecjo01,200000,1995,1996,Cleveland Cavaliers,Cavaliers
NBA,amaecjo01,385000,1999,2000,Orlando Magic,Magic
NBA,amaecjo01,600000,2000,2001,Orlando Magic,Magic
NBA,amaecjo01,2175000,2001,2002,Utah Jazz,Jazz
NBA,amaecjo01,2392500,2002,2003,Utah Jazz,Jazz
NBA,amaecjo01,2610000,2003,2004,New York Knicks,Knicks
NBA,amaecjo01,1200000,2004,2005,New York Knicks,Knicks
NBA,amayaas01,225000,1995,1996,Vancouver Grizzlies,Grizzlies
NBA,amayaas01,247500,1996,1997,Washington Bullets,Wizards
NBA,aminual01,2563320,2010,2011,Los Angeles Clippers,Clippers
NBA,aminual01,2755560,2011,2012,New Orleans Hornets,Pelicans
NBA,aminual01,2947800,2012,2013,New Orleans Hornets,Pelicans
NBA,aminual01,3700000,2013,2014,New Orleans Pelicans,Pelicans
NBA,aminual01,981084,2014,2015,Dallas Mavericks,Mavericks
NBA,aminual01,7500000,2015,2016,Portland Trail Blazers,Blazers
NBA,aminual01,7680965,2016,2017,Portland Trail Blazers,Blazers
NBA,aminual01,7319035,2017,2018,Portland Trail Blazers,Blazers
NBA,amundlo01,105696,2006,2007,Philadelphia 76ers,76ers
NBA,amundlo01,75000,2006,2007,Sacramento Kings,Kings
NBA,amundlo01,35232,2006,2007,Utah Jazz,Jazz
NBA,amundlo01,687456,2007,2008,Philadelphia 76ers,76ers
NBA,amundlo01,797581,2008,2009,Phoenix Suns,Suns
NBA,amundlo01,855189,2009,2010,Phoenix Suns,Suns
NBA,amundlo01,2225000,2010,2011,Golden State Warriors,Warriors
NBA,amundlo01,2403000,2011,2012,Indiana Pacers,Pacers
NBA,amundlo01,1069509,2012,2013,Minnesota Timberwolves,Timberwolves
NBA,amundlo01,409167,2014,2015,New York Knicks,Knicks
NBA,amundlo01,1650000,2015,2016,New York Knicks,Knicks
NBA,amundlo01,1551659,2016,2017,New York Knicks,Knicks
NBA,anderch01,288171,2001,2002,Denver Nuggets,Nuggets
NBA,anderch01,512435,2002,2003,Denver Nuggets,Nuggets
NBA,anderch01,638679,2003,2004,Denver Nuggets,Nuggets
NBA,anderch01,1600000,2004,2005,New Orleans Hornets,Pelicans
NBA,anderch01,3500000,2005,2006,New Orleans/Oklahoma City Hornets,Pelicans
NBA,anderch01,998398,2008,2009,Denver Nuggets,Nuggets
NBA,anderch01,3650000,2009,2010,Denver Nuggets,Nuggets
NBA,anderch01,4533300,2010,2011,Denver Nuggets,Nuggets
NBA,anderch01,4234000,2011,2012,Denver Nuggets,Nuggets
NBA,anderch01,4526000,2012,2013,Denver Nuggets,Nuggets
NBA,anderch01,699952,2012,2013,Miami Heat,Heat
NBA,anderch01,1399507,2013,2014,Miami Heat,Heat
NBA,anderch01,5375000,2014,2015,Miami Heat,Heat
NBA,anderch01,5000000,2015,2016,Memphis Grizzlies,Grizzlies
NBA,anderch01,1551659,2016,2017,Charlotte Hornets,Hornets
NBA,anderda03,2300000,2009,2010,Houston Rockets,Rockets
NBA,anderda03,2500000,2010,2011,New Orleans Hornets,Pelicans
NBA,anderal01,398762,2005,2006,Charlotte Bobcats,Hornets
NBA,anderal01,102131,2006,2007,Charlotte Bobcats,Hornets
NBA,anderal01,885120,2012,2013,Toronto Raptors,Raptors
NBA,anderal01,947907,2013,2014,Brooklyn Nets,Nets
NBA,anderal01,1276061,2014,2015,Brooklyn Nets,Nets
NBA,anderal01,4000000,2015,2016,Washington Wizards,Wizards
NBA,anderal01,1315448,2016,2017,Los Angeles Clippers,Clippers
NBA,anderde01,1107240,1997,1998,Cleveland Cavaliers,Cavaliers
NBA,anderde01,1273000,1998,1999,Cleveland Cavaliers,Cavaliers
NBA,anderde01,1439400,1999,2000,Los Angeles Clippers,Clippers
NBA,anderde01,2250000,2000,2001,San Antonio Spurs,Spurs
NBA,anderde01,6495000,2001,2002,Portland Trail Blazers,Blazers
NBA,anderde01,7144500,2002,2003,Portland Trail Blazers,Blazers
NBA,anderde01,7794000,2003,2004,Portland Trail Blazers,Blazers
NBA,anderde01,8443500,2004,2005,Portland Trail Blazers,Blazers
NBA,anderde01,9093000,2005,2006,Portland Trail Blazers,Blazers
NBA,anderde01,1670000,2005,2006,Houston Rockets,Rockets
NBA,anderde01,9742500,2006,2007,Portland Trail Blazers,Blazers
NBA,anderde01,901397,2006,2007,Charlotte Bobcats,Hornets
NBA,anderde01,400000,2006,2007,Miami Heat,Heat
NBA,anderde01,1219590,2007,2008,Charlotte Bobcats,Hornets
NBA,anderer01,140000,1992,1993,New York Knicks,Knicks
NBA,anderer01,250000,1993,1994,New York Knicks,Knicks
NBA,andergr01,185000,1987,1988,San Antonio Spurs,Spurs
NBA,andergr01,200000,1988,1989,San Antonio Spurs,Spurs
NBA,andergr01,1365000,1990,1991,Denver Nuggets,Nuggets
NBA,andergr01,1465000,1991,1992,Denver Nuggets,Nuggets
NBA,andergr01,650000,1993,1994,Detroit Pistons,Pistons
NBA,andergr01,400000,1994,1995,Detroit Pistons,Pistons
NBA,andergr01,110000,1994,1995,Atlanta Hawks,Hawks
NBA,andergr01,485000,1995,1996,San Antonio Spurs,Spurs
NBA,andergr01,584000,1996,1997,San Antonio Spurs,Spurs
NBA,andergr01,272250,1997,1998,Atlanta Hawks,Hawks
NBA,anderja01,1361400,2010,2011,San Antonio Spurs,Spurs
NBA,anderja01,1463520,2011,2012,San Antonio Spurs,Spurs
NBA,anderja01,472427,2012,2013,Houston Rockets,Rockets
NBA,anderja01,145749,2012,2013,San Antonio Spurs,Spurs
NBA,anderja01,916099,2013,2014,Philadelphia 76ers,76ers
NBA,anderja01,1015421,2015,2016,Sacramento Kings,Kings
NBA,anderju01,1449000,2015,2016,Dallas Mavericks,Mavericks
NBA,anderju01,1514160,2016,2017,Philadelphia 76ers,76ers
NBA,anderju01,1579440,2017,2018,Philadelphia 76ers,76ers
NBA,anderke01,1828000,1991,1992,New Jersey Nets,Nets
NBA,anderke01,2376000,1992,1993,New Jersey Nets,Nets
NBA,anderke01,2925000,1993,1994,New Jersey Nets,Nets
NBA,anderke01,3463200,1994,1995,New Jersey Nets,Nets
NBA,anderke01,3898000,1995,1996,New Jersey Nets,Nets
NBA,anderke01,4175000,1996,1997,Portland Trail Blazers,Blazers
NBA,anderke01,5010000,1997,1998,Portland Trail Blazers,Blazers
NBA,anderke01,5845000,1998,1999,Boston Celtics,Celtics
NBA,anderke01,6680000,1999,2000,Boston Celtics,Celtics
NBA,anderke01,7520000,2000,2001,Boston Celtics,Celtics
NBA,anderke01,8350000,2001,2002,Boston Celtics,Celtics
NBA,anderke01,9185000,2002,2003,Seattle SuperSonics,Thunder
NBA,anderke01,1070000,2003,2004,Indiana Pacers,Pacers
NBA,anderke01,1100000,2004,2005,Atlanta Hawks,Hawks
NBA,anderky01,1093680,2014,2015,San Antonio Spurs,Spurs
NBA,anderky01,1142879,2015,2016,San Antonio Spurs,Spurs
NBA,anderky01,1192080,2016,2017,San Antonio Spurs,Spurs
NBA,anderky01,2151704,2017,2018,San Antonio Spurs,Spurs
NBA,anderni01,725000,1990,1991,Orlando Magic,Magic
NBA,anderni01,750000,1991,1992,Orlando Magic,Magic
NBA,anderni01,800000,1992,1993,Orlando Magic,Magic
NBA,anderni01,2670000,1993,1994,Orlando Magic,Magic
NBA,anderni01,3090000,1994,1995,Orlando Magic,Magic
NBA,anderni01,3200000,1995,1996,Orlando Magic,Magic
NBA,anderni01,3790000,1996,1997,Orlando Magic,Magic
NBA,anderni01,4000000,1997,1998,Orlando Magic,Magic
NBA,anderni01,3200000,1998,1999,Orlando Magic,Magic
NBA,anderni01,5051906,1999,2000,Sacramento Kings,Kings
NBA,anderni01,3750000,2000,2001,Sacramento Kings,Kings
NBA,anderni01,5401906,2001,2002,Memphis Grizzlies,Grizzlies
NBA,anderni01,6101906,2002,2003,Cleveland Cavaliers,Cavaliers
NBA,anderri01,150000,1987,1988,Portland Trail Blazers,Blazers
NBA,anderri01,375000,1988,1989,Portland Trail Blazers,Blazers
NBA,anderro01,115000,1985,1986,Cleveland Cavaliers,Cavaliers
NBA,anderro01,200000,1987,1988,Indiana Pacers,Pacers
NBA,anderro01,300000,1988,1989,Philadelphia 76ers,76ers
NBA,anderro01,425000,1990,1991,Philadelphia 76ers,76ers
NBA,anderro01,1000000,1991,1992,Philadelphia 76ers,76ers
NBA,anderro01,950000,1992,1993,Philadelphia 76ers,76ers
NBA,anderro01,300000,1993,1994,Philadelphia 76ers,76ers
NBA,anderry01,1225200,2008,2009,New Jersey Nets,Nets
NBA,anderry01,1317120,2009,2010,Orlando Magic,Magic
NBA,anderry01,1409040,2010,2011,Orlando Magic,Magic
NBA,anderry01,2244601,2011,2012,Orlando Magic,Magic
NBA,anderry01,8700000,2012,2013,New Orleans Hornets,Pelicans
NBA,anderry01,8308500,2013,2014,New Orleans Pelicans,Pelicans
NBA,anderry01,8491500,2014,2015,New Orleans Pelicans,Pelicans
NBA,anderry01,8500000,2015,2016,New Orleans Pelicans,Pelicans
NBA,anderry01,18735364,2016,2017,Houston Rockets,Rockets
NBA,anderry01,19578455,2017,2018,Houston Rockets,Rockets
NBA,andersh01,220000,1996,1997,Utah Jazz,Jazz
NBA,andersh01,1200000,1997,1998,Utah Jazz,Jazz
NBA,andersh01,1300000,1998,1999,Utah Jazz,Jazz
NBA,andersh01,2000000,1999,2000,Houston Rockets,Rockets
NBA,andersh01,2200000,2000,2001,Houston Rockets,Rockets
NBA,andersh01,5500000,2001,2002,New York Knicks,Knicks
NBA,andersh01,6100000,2002,2003,New York Knicks,Knicks
NBA,andersh01,6700000,2003,2004,New York Knicks,Knicks
NBA,andersh01,7300000,2004,2005,New York Knicks,Knicks
NBA,andersh01,873699,2004,2005,Miami Heat,Heat
NBA,andersh01,7900000,2005,2006,New York Knicks,Knicks
NBA,andersh01,1035000,2005,2006,Miami Heat,Heat
NBA,andersh01,7244726,2006,2007,New York Knicks,Knicks
NBA,anderwi01,500000,1988,1989,San Antonio Spurs,Spurs
NBA,anderwi01,725000,1990,1991,San Antonio Spurs,Spurs
NBA,anderwi01,775000,1991,1992,San Antonio Spurs,Spurs
NBA,anderwi01,2075000,1992,1993,San Antonio Spurs,Spurs
NBA,anderwi01,2075000,1993,1994,San Antonio Spurs,Spurs
NBA,anderwi01,2075000,1994,1995,San Antonio Spurs,Spurs
NBA,anderwi01,2075000,1995,1996,Toronto Raptors,Raptors
NBA,anderwi01,510000,1999,2000,Miami Heat,Heat
